OBJECT_NAME,OBJECT_ID,OBJECT_TYPE,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,WEATHER,BRIGHTEST,EARTH_RESOURCES,NAVIGATION,SCIENTIFIC,MISCELLANEOUS,COMMUNICATION,active geosynchronous,constellations,active_geosynchronous
STARLETTE,1975-010A,Sattelite,2026-02-22T20:51:24.357888,13.82349054,0.02055526,49.8221,195.832,45.3819,316.3639,0,U,7646,999,57872,1.3245721e-05,-1.28e-06,0.0,False,False,False,False,geodetic,False,False,False,False,
LAGEOS 1,1976-039A,Sattelite,2026-02-22T14:25:53.729184,6.38664867,0.0044665,109.8209,140.1147,326.8103,21.0376,0,U,8820,999,90581,0.0,-4e-08,0.0,False,False,False,False,geodetic,False,False,False,False,
OPS 8701 (DSP 10),1982-019A,Sattelite,2026-02-22T11:48:15.046848,0.98190824,0.0005726,9.5229,310.0281,320.6214,228.9739,0,U,13086,999,2453,0.0,-1.93e-06,0.0,False,False,False,False,False,False,False,False,False,
PHASE 3B (AO-10),1983-058B,Sattelite,2026-02-21T19:00:42.468480,2.05870444,0.60518432,25.9418,238.9815,83.6186,337.9131,0,U,14129,999,29311,0.0,7.9e-07,0.0,False,False,False,False,False,False,False,False,satnogs,
UOSAT 2 (UO-11),1984-021B,Sattelite,2026-02-22T21:41:55.605984,14.90445653,0.0007065,97.7922,20.8722,190.5022,169.6049,0,U,14781,999,24010,0.00017112513,1.613e-05,0.0,False,False,False,False,False,False,False,False,satnogs,
AJISAI (EGS),1986-061A,Sattelite,2026-02-22T23:00:58.800096,12.44515431,0.00112317,50.0086,138.6453,249.0694,269.9084,0,U,16908,999,46616,9.2752712e-05,-8.4e-07,0.0,False,False,False,False,geodetic,False,False,False,False,
TDRS 3,1988-091B,Sattelite,2026-02-22T05:51:46.301760,1.00263377,0.00439272,12.6887,341.7561,351.4645,217.742,0,U,19548,999,12423,0.0,-2.93e-06,0.0,False,False,TDRSS,False,False,False,False,False,False,geo_protected_zone_plus
COSMOS 1989 (ETALON 1),1989-001C,Sattelite,2026-02-22T23:00:53.997120,2.13155955,0.00234075,64.8779,76.1013,217.5348,293.3687,0,U,19751,999,28893,0.0,2.2e-07,0.0,False,False,False,False,geodetic,False,False,False,False,
COSMOS 2024 (ETALON 2),1989-039C,Sattelite,2026-02-22T03:57:32.372064,2.13204437,0.00204628,65.0041,314.5006,213.5313,185.7535,0,U,20026,999,28605,0.0,-3.6e-07,0.0,False,False,False,False,geodetic,False,False,False,False,
FLTSATCOM 8 (USA 46),1989-077A,Sattelite,2026-02-22T17:48:38.553696,1.00267999,0.00088177,12.4526,351.8496,331.4095,222.2621,0,U,20253,999,25941,0.0,-3.62e-06,0.0,False,False,False,False,False,False,False,False,False,geo_protected_zone_plus
